file,t_sec,P,y_Air_Conditioner,y_Blender,y_Coffee_maker,y_Compact_Fluorescent_Lamp,y_Fan,y_Fridge,y_Fridge_defroster,y_Hair_Iron,y_Incandescent_Light_Bulb,y_Iron_solder,y_Laptop,y_Vacuum,y_Water_kettle
11,3.5,-0.001544268,1,,1,,,,,,,,,,
11,4.5,0.004909961,1,,1,,,,,,,,,,
11,5.5,0.005266867,1,,1,,,,,,,,,,
11,6.5,0.004791105,0,,1,,,,,,,,,,
11,7.5,0.007484322,0,,1,,,,,,,,,,
11,8.5,0.003429412,0,,0,,,,,,,,,,
11,9.5,0.003429412,0,,0,,,,,,,,,,
16,0.5,0.003837335,,,,,,0,,,0,,,,
16,1.5,-0.012934592,,,,,,0,,,0,,,,
16,2.5,0.020259686113000015,,,,,,1,,,0,,,,
16,3.5,0.00395725,,,,,,1,,,0,,,,
16,4.5,0.003982504,,,,,,1,,,0,,,,
16,5.5,0.003974962,,,,,,1,,,0,,,,
16,6.5,0.002442379,,,,,,1,,,1,,,,
16,7.5,0.004168013,,,,,,1,,,1,,,,
16,8.5,0.004173436,,,,,,1,,,1,,,,
16,9.5,0.005864917,,,,,,1,,,1,,,,
16,10.5,0.004051148,,,,,,0,,,1,,,,
16,11.5,0.004516868,,,,,,0,,,1,,,,
16,12.5,0.003972758,,,,,,0,,,0,,,,
16,13.5,0.003774242,,,,,,0,,,0,,,,
16,14.5,0.003763055,,,,,,0,,,0,,,,
17,0.5,0.00387958,,,,,,0,,,0,,,,
17,1.5,-0.001346683,,,,,,1,,,0,,,,
17,2.5,0.00796466,,,,,,1,,,0,,,,
17,3.5,0.004301996,,,,,,1,,,0,,,,
17,4.5,0.004200979,,,,,,1,,,0,,,,
17,5.5,0.002861616,,,,,,1,,,1,,,,
17,6.5,0.004481826,,,,,,1,,,1,,,,
17,7.5,0.004515936,,,,,,1,,,1,,,,
17,8.5,0.005107376,,,,,,1,,,1,,,,
17,9.5,0.004304792,,,,,,1,,,0,,,,
17,10.5,0.004544664,,,,,,0,,,0,,,,
17,11.5,0.00380653,,,,,,0,,,0,,,,
17,12.5,0.003764369,,,,,,0,,,0,,,,
17,13.5,0.003733436,,,,,,0,,,0,,,,
17,14.5,0.003753903,,,,,,0,,,0,,,,
18,0.5,0.003833902,,,,,,0,,,0,,,,
18,1.5,0.003818903,,,,,,0,,,0,,,,
18,2.5,0.003741954,,,,,,0,,,1,,,,
18,3.5,0.003737039,,,,,,0,,,1,,,,
18,4.5,0.003721191,,,,,,0,,,1,,,,
18,5.5,0.004226021,,,,,,1,,,1,,,,
18,6.5,0.004393521,,,,,,1,,,1,,,,
18,7.5,0.003990428,,,,,,1,,,1,,,,
18,8.5,0.003892632,,,,,,1,,,1,,,,
18,9.5,0.003892166,,,,,,1,,,1,,,,
18,10.5,0.004282928,,,,,,0,,,1,,,,
18,11.5,0.004315682,,,,,,0,,,1,,,,
18,12.5,0.003699581,,,,,,0,,,0,,,,
18,13.5,0.003745259,,,,,,0,,,0,,,,
18,14.5,0.00375725,,,,,,0,,,0,,,,
19,0.5,0.003878563,,,,,,0,,,0,,,,
19,1.5,0.003396022,,,,,,0,,,1,,,,
19,2.5,0.003849454,,,,,,0,,,1,,,,
19,3.5,0.003853522,,,,,,0,,,1,,,,
19,4.5,0.003880683,,,,,,0,,,1,,,,
19,5.5,0.003769581,,,,,,1,,,1,,,,
19,6.5,0.004326021,,,,,,1,,,1,,,,
19,7.5,0.004243563,,,,,,1,,,1,,,,
19,8.5,0.004116403,,,,,,1,,,1,,,,
19,9.5,0.004414114,,,,,,1,,,0,,,,
19,10.5,0.003974115,,,,,,1,,,0,,,,
19,11.5,0.005350384,,,,,,1,,,0,,,,
19,12.5,0.003829792,,,,,,0,,,0,,,,
19,13.5,0.003818267,,,,,,0,,,0,,,,
19,14.5,0.003800301,,,,,,0,,,0,,,,
22,0.5,0.003832377,,,,,,0,,,,,,,0
22,1.5,-0.010154638,,,,,,0,,,,,,,1
22,2.5,0.004921444,,,,,,0,,,,,,,1
22,3.5,-0.015082851,,,,,,0,,,,,,,1
22,4.5,0.022385022226666638,,,,,,1,,,,,,,1
22,5.5,0.005749324,,,,,,1,,,,,,,1
22,6.5,0.00531263,,,,,,1,,,,,,,1
22,7.5,0.005433392,,,,,,1,,,,,,,1
22,8.5,0.005512418,,,,,,1,,,,,,,1
22,9.5,0.007513983,,,,,,1,,,,,,,1
22,10.5,0.005782544,,,,,,0,,,,,,,1
22,11.5,0.0059089,,,,,,0,,,,,,,1
22,12.5,0.018230493615333337,,,,,,0,,,,,,,0
22,13.5,0.003807419,,,,,,0,,,,,,,0
22,14.5,0.003832758,,,,,,0,,,,,,,0
23,0.5,0.003597801,,,,,0,,,,,,,0,
23,1.5,-0.011303916,,,,,0,,,,,,,1,
23,2.5,0.000557721,,,,,0,,,,,,,1,
23,3.5,0.005210299,,,,,1,,,,,,,1,
23,4.5,0.003827928,,,,,1,,,,,,,1,
23,5.5,0.019788923991333335,,,,,1,,,,,,,1,
23,6.5,0.005844917,,,,,1,,,,,,,0,
23,7.5,0.003117505,,,,,0,,,,,,,0,
23,8.5,0.003510132,,,,,0,,,,,,,0,
23,9.5,0.003533776,,,,,0,,,,,,,0,
24,0.5,0.003840047,,,,,,0,,,,,,,0
24,1.5,0.00383636,,,,,,0,,,,,,,0
24,2.5,0.003183311,,,,,,0,,,,,,,1
24,3.5,0.005961485,,,,,,0,,,,,,,1
24,4.5,0.004589199,,,,,,1,,,,,,,1
24,5.5,0.007571101,,,,,,1,,,,,,,1
24,6.5,0.006099747,,,,,,1,,,,,,,1
24,7.5,0.006015722,,,,,,1,,,,,,,1
24,8.5,0.005916104,,,,,,1,,,,,,,1
24,9.5,-0.004419603,,,,,,1,,,,,,,1
24,10.5,0.004221911,,,,,,1,,,,,,,0
24,11.5,0.004062589,,,,,,1,,,,,,,0
24,12.5,0.004083309,,,,,,1,,,,,,,0
24,13.5,0.002522548,,,,,,0,,,,,,,0
24,14.5,0.003693775,,,,,,0,,,,,,,0
25,0.5,0.003775555,,,0,,,0,,,,,,,
25,1.5,0.001817253,,,0,,,1,,,,,,,
25,2.5,0.005311994,,,0,,,1,,,,,,,
25,3.5,0.004025089,,,0,,,1,,,,,,,
25,4.5,0.003953267,,,0,,,1,,,,,,,
25,5.5,-0.007062481,,,1,,,1,,,,,,,
25,6.5,0.004892546,,,1,,,1,,,,,,,
25,7.5,0.004995046,,,1,,,1,,,,,,,
25,8.5,0.00499602,,,1,,,1,,,,,,,
25,9.5,0.005048944,,,1,,,1,,,,,,,
25,10.5,0.006909958,,,1,,,0,,,,,,,
25,11.5,0.005163393,,,1,,,0,,,,,,,
25,12.5,0.010829614,,,0,,,0,,,,,,,
25,13.5,0.003712335,,,0,,,0,,,,,,,
25,14.5,0.003669623,,,0,,,0,,,,,,,
32,0.5,0.003527208,,,,,,,,,0,,,0,
32,1.5,0.001096915,,,,,,,,,0,,,0,
32,2.5,0.004797292,,,,,,,,,1,,,0,
32,3.5,0.013658889856666648,,,,,,,,,1,,,1,
32,4.5,0.005023774,,,,,,,,,1,,,1,
32,5.5,0.004395216,,,,,,,,,1,,,1,
32,6.5,0.00518013,,,,,,,,,0,,,1,
32,7.5,-0.008112098,,,,,,,,,0,,,0,
32,8.5,0.003463903,,,,,,,,,0,,,0,
32,9.5,0.003423776,,,,,,,,,0,,,0,
33,0.5,0.003466996,,,,,,,,,,,,0,0
33,1.5,-0.015206368,,,,,,,,,,,,1,0
33,2.5,0.004210597,,,,,,,,,,,,1,0
33,3.5,-0.009461715,,,,,,,,,,,,1,1
33,4.5,0.018875620151333327,,,,,,,,,,,,1,1
33,5.5,0.031447383024666646,,,,,,,,,,,,0,1
33,6.5,-0.006302482,,,,,,,,,,,,0,0
33,7.5,0.00340064,,,,,,,,,,,,0,0
33,8.5,0.003400132,,,,,,,,,,,,0,0
33,9.5,0.003402081,,,,,,,,,,,,0,0
34,0.5,0.003774157,0,,,,,0,,,,,,,
34,1.5,0.003893267,0,,,,,0,,,,,,,
34,2.5,0.003930979,1,,,,,0,,,,,,,
34,3.5,0.003956318,1,,,,,0,,,,,,,
34,4.5,-0.007124048,1,,,,,0,,,,,,,
34,5.5,0.014624439397666677,1,,,,,1,,,,,,,
34,6.5,0.003963988,1,,,,,1,,,,,,,
34,7.5,0.003858818,1,,,,,1,,,,,,,
34,8.5,0.003862928,1,,,,,1,,,,,,,
34,9.5,0.003917293,1,,,,,1,,,,,,,
34,10.5,0.003983691,1,,,,,1,,,,,,,
34,11.5,0.003890174,1,,,,,1,,,,,,,
34,12.5,0.004872122,0,,,,,1,,,,,,,
34,13.5,0.003842208,0,,,,,1,,,,,,,
34,14.5,0.005153732,0,,,,,1,,,,,,,
35,0.5,0.003510259,,,,,,,,,,,,0,0
35,1.5,-0.000258338,,,,,,,,,,,,1,0
35,2.5,0.002893353,,,,,,,,,,,,1,0
35,3.5,0.00550763,,,,,,,,,,,,1,1
35,4.5,0.007266059,,,,,,,,,,,,1,1
35,5.5,0.005101317,,,,,,,,,,,,1,0
35,6.5,0.005859451,,,,,,,,,,,,0,0
35,7.5,0.0034242,,,,,,,,,,,,0,0
35,8.5,0.003467208,,,,,,,,,,,,0,0
35,9.5,0.003436318,,,,,,,,,,,,0,0
40,0.5,0.003404284,,,0,,,,,,,,,0,
40,1.5,0.017854349895333316,,,0,,,,,,,,,0,
40,2.5,0.004047674,,,1,,,,,,,,,0,
40,3.5,0.014423761705666713,,,1,,,,,,,,,1,
40,4.5,0.003251743,,,1,,,,,,,,,1,
40,5.5,0.003941403,,,1,,,,,,,,,1,
40,6.5,-0.008780487,,,1,,,,,,,,,0,
40,7.5,-0.005081,,,1,,,,,,,,,0,
40,8.5,0.002880048,,,0,,,,,,,,,0,
40,9.5,0.003336573,,,0,,,,,,,,,0,
46,0.5,0.003372081,,,,,0,,0,,,,,,
46,1.5,0.004723351,,,,,0,,0,,,,,,
46,2.5,0.00363509,,,,,1,,0,,,,,,
46,3.5,0.009607836,,,,,1,,0,,,,,,
46,4.5,0.005532799,,,,,1,,1,,,,,,
46,5.5,0.005085723,,,,,1,,1,,,,,,
46,6.5,0.003974538,,,,,1,,1,,,,,,
46,7.5,0.004746571,,,,,0,,1,,,,,,
46,8.5,-0.003654859,,,,,0,,0,,,,,,
46,9.5,0.003321954,,,,,0,,0,,,,,,
47,0.5,0.003404284,0,,,,,,0,,,,,,
47,1.5,0.00057306,0,,,,,,1,,,,,,
47,2.5,0.003005345,0,,,,,,1,,,,,,
47,3.5,0.002981997,1,,,,,,1,,,,,,
47,4.5,0.003124116,1,,,,,,1,,,,,,
47,5.5,0.0033742,1,,,,,,1,,,,,,
47,6.5,0.002500642,1,,,,,,1,,,,,,
47,7.5,0.010323555321666669,1,,,,,,0,,,,,,
47,8.5,0.003577505,1,,,,,,0,,,,,,
47,9.5,0.003407589,0,,,,,,0,,,,,,
48,0.5,0.003385598,0,,,,,,0,,,,,,
48,1.5,0.003399496,0,,,,,,0,,,,,,
48,2.5,0.014764566276333354,0,,,,,,1,,,,,,
48,3.5,0.005746443,0,,,,,,1,,,,,,
48,4.5,0.004190682,1,,,,,,1,,,,,,
48,5.5,0.004069454,1,,,,,,1,,,,,,
48,6.5,0.004017208,1,,,,,,1,,,,,,
48,7.5,0.004024793,1,,,,,,1,,,,,,
48,8.5,0.002862464,0,,,,,,1,,,,,,
48,9.5,-0.007305574,0,,,,,,1,,,,,,
49,0.5,0.003370344,0,,,,,,0,,,,,,
49,1.5,0.002370642,1,,,,,,0,,,,,,
49,2.5,0.003502802,1,,,,,,0,,,,,,
49,3.5,0.003497802,1,,,,,,0,,,,,,
49,4.5,-0.006700913,1,,,,,,1,,,,,,
49,5.5,0.004311911,1,,,,,,1,,,,,,
49,6.5,0.021320743977999993,1,,,,,,1,,,,,,
49,7.5,-0.003454392,1,,,,,,0,,,,,,
49,8.5,0.004710639,0,,,,,,0,,,,,,
49,9.5,0.003325937,0,,,,,,0,,,,,,
50,0.5,0.003303479,0,,,,,,0,,,,,,
50,1.5,0.004495385,1,,,,,,0,,,,,,
50,2.5,0.015235540273999993,1,,,,,,0,,,,,,
50,3.5,0.00155344,1,,,,,,1,,,,,,
50,4.5,0.003496785,1,,,,,,1,,,,,,
50,5.5,0.003457463,1,,,,,,1,,,,,,
50,6.5,0.002286532,0,,,,,,1,,,,,,
50,7.5,-0.004778586,0,,,,,,1,,,,,,
50,8.5,0.003326149,0,,,,,,0,,,,,,
50,9.5,0.003312971,0,,,,,,0,,,,,,
51,0.5,0.003456149,,,,,,,0,,,,,0,
51,1.5,0.001139076,,,,,,,1,,,,,0,
51,2.5,0.000374882,,,,,,,1,,,,,0,
51,3.5,0.002924667,,,,,,,1,,,,,1,
51,4.5,0.002688608,,,,,,,1,,,,,1,
51,5.5,0.008918303,,,,,,,0,,,,,1,
51,6.5,0.006741314,,,,,,,0,,,,,1,
51,7.5,0.003689411,,,,,,,0,,,,,0,
51,8.5,0.003382886,,,,,,,0,,,,,0,
51,9.5,0.003403056,,,,,,,0,,,,,0,
56,0.5,0.003818309,0,,,,,0,,,,,,,
56,1.5,0.005994197,0,,,,,1,,,,,,,
56,2.5,0.003665429,0,,,,,1,,,,,,,
56,3.5,0.003949115,0,,,,,1,,,,,,,
56,4.5,0.004051191,0,,,,,1,,,,,,,
56,5.5,0.006002502,1,,,,,1,,,,,,,
56,6.5,0.004218267,1,,,,,1,,,,,,,
56,7.5,0.004061276,1,,,,,1,,,,,,,
56,8.5,0.004051233,1,,,,,1,,,,,,,
56,9.5,0.004105979,1,,,,,1,,,,,,,
56,10.5,0.00409475,1,,,,,1,,,,,,,
56,11.5,0.00407814,1,,,,,1,,,,,,,
56,12.5,0.002723438,0,,,,,1,,,,,,,
56,13.5,0.003925259,0,,,,,1,,,,,,,
56,14.5,0.001722253,0,,,,,0,,,,,,,
57,0.5,0.003559199,,,,0,,,,,,0,,,
57,1.5,0.0035867,,,,1,,,,,,0,,,
57,2.5,0.00342759,,,,1,,,,,,0,,,
57,3.5,0.003479793,,,,1,,,,,,0,,,
57,4.5,0.003478225,,,,1,,,,,,0,,,
57,5.5,0.003465852,,,,1,,,,,,0,,,
57,6.5,0.003450937,,,,1,,,,,,0,,,
57,7.5,0.003439369,,,,1,,,,,,0,,,
57,8.5,0.003813691,,,,1,,,,,,0,,,
57,9.5,0.003400683,,,,1,,,,,,0,,,
57,10.5,0.002919879,,,,1,,,,,,0,,,
57,11.5,0.003256107,,,,1,,,,,,0,,,
57,12.5,0.003495428,,,,0,,,,,,0,,,
58,0.5,0.003523225,,,,0,,,,,,0,,,
58,1.5,0.003849538,,,,0,,,,,,0,,,
58,2.5,0.00341242,,,,0,,,,,,0,,,
58,3.5,0.003414369,,,,0,,,,,,0,,,
58,4.5,0.003405471,,,,0,,,,,,0,,,
58,5.5,0.00343081,,,,0,,,,,,0,,,
58,6.5,0.00339903,,,,0,,,,,,0,,,
58,7.5,0.002760896,,,,0,,,,,,0,,,
58,8.5,0.003424963,,,,0,,,,,,0,,,
58,9.5,0.002890006,,,,1,,,,,,0,,,
58,10.5,0.0033492,,,,1,,,,,,0,,,
58,11.5,0.003948945,,,,0,,,,,,0,,,
58,12.5,0.003446954,,,,0,,,,,,0,,,
59,0.5,0.003560428,,,,0,,,,,,0,,,
59,1.5,0.003432335,,,,0,,,,,,0,,,
59,2.5,0.00342742,,,,0,,,,,,0,,,
59,3.5,0.003423861,,,,0,,,,,,0,,,
59,4.5,0.00338831,,,,0,,,,,,0,,,
59,5.5,0.003410979,,,,0,,,,,,0,,,
59,6.5,0.003880386,,,,0,,,,,,0,,,
59,7.5,0.003416827,,,,0,,,,,,0,,,
59,8.5,0.003413565,,,,0,,,,,,0,,,
59,9.5,0.0021031,,,,1,,,,,,0,,,
59,10.5,0.003243734,,,,1,,,,,,0,,,
59,11.5,0.003441361,,,,0,,,,,,0,,,
59,12.5,0.003438522,,,,0,,,,,,0,,,
62,0.5,0.003578606,,,,,,,,0,,,0,,
62,1.5,0.008063516,,,,,,,,0,,,1,,
62,2.5,0.003909327,,,,,,,,0,,,1,,
62,3.5,-0.009683325,,,,,,,,0,,,1,,
62,4.5,0.004157758,,,,,,,,1,,,1,,
62,5.5,0.004090979,,,,,,,,1,,,1,,
62,6.5,0.004090767,,,,,,,,1,,,1,,
62,7.5,0.014741642587999999,,,,,,,,1,,,1,,
62,8.5,0.003447548,,,,,,,,0,,,1,,
62,9.5,0.003524411,,,,,,,,0,,,0,,
63,0.5,0.00356636,,,,,,,,0,,,0,,
63,1.5,0.004111869,,,,,,,,0,,,1,,
63,2.5,-0.007532438,,,,,,,,0,,,1,,
63,3.5,0.004139877,,,,,,,,1,,,1,,
63,4.5,0.004058437,,,,,,,,1,,,1,,
63,5.5,0.003664073,,,,,,,,1,,,0,,
63,6.5,0.013127916,,,,,,,,0,,,0,,
63,7.5,0.003463437,,,,,,,,0,,,0,,
63,8.5,0.003476615,,,,,,,,0,,,0,,
63,9.5,0.003490471,,,,,,,,0,,,0,,
64,0.5,0.00395475,,,,,,,,0,,0,,,
64,1.5,-0.009286758,,,,,,,,1,,0,,,
64,2.5,0.004701232,,,,,,,,1,,0,,,
64,3.5,0.004378733,,,,,,,,1,,0,,,
64,4.5,0.004630682,,,,,,,,1,,0,,,
64,5.5,0.004205047,,,,,,,,1,,0,,,
64,6.5,0.004205089,,,,,,,,1,,0,,,
64,7.5,0.004167081,,,,,,,,1,,0,,,
64,8.5,0.004146869,,,,,,,,1,,0,,,
64,9.5,0.004184199,,,,,,,,1,,0,,,
64,10.5,0.004955003,,,,,,,,1,,0,,,
64,11.5,0.00461869,,,,,,,,1,,0,,,
64,12.5,0.016588335249000004,,,,,,,,0,,0,,,
64,13.5,0.003824624,,,,,,,,0,,0,,,
64,14.5,0.003537208,,,,,,,,0,,0,,,
64,15.5,0.00387814,,,,,,,,0,,0,,,
64,16.5,0.003872631,,,,,,,,0,,0,,,
64,17.5,0.003893055,,,,,,,,0,,0,,,
64,18.5,0.003898013,,,,,,,,0,,0,,,
64,19.5,0.003855216,,,,,,,,0,,0,,,
65,0.5,0.003458691,,,,,,,,0,,0,,,
65,1.5,0.003430852,,,,,,,,0,,0,,,
65,2.5,-0.014994504,,,,,,,,1,,0,,,
65,3.5,0.004097123,,,,,,,,1,,0,,,
65,4.5,0.003770683,,,,,,,,1,,0,,,
65,5.5,0.0036567,,,,,,,,1,,0,,,
65,6.5,0.004112462,,,,,,,,1,,0,,,
65,7.5,0.003555259,,,,,,,,1,,0,,,
65,8.5,0.003554327,,,,,,,,1,,0,,,
65,9.5,0.0035167,,,,,,,,1,,0,,,
65,10.5,0.003550132,,,,,,,,1,,0,,,
65,11.5,0.003647886,,,,,,,,1,,0,,,
65,12.5,0.003608225,,,,,,,,1,,0,,,
65,13.5,0.004336572,,,,,,,,1,,0,,,
65,14.5,0.004512419,,,,,,,,1,,0,,,
65,15.5,0.003973013,,,,,,,,1,,0,,,
65,16.5,0.018148587153666663,,,,,,,,1,,0,,,
65,17.5,0.003358225,,,,,,,,0,,0,,,
65,18.5,0.003328267,,,,,,,,0,,0,,,
65,19.5,0.00330831,,,,,,,,0,,0,,,
72,0.5,0.003727674,,,,,,,,,,0,0,,
72,1.5,0.004672757,,,,,,,,,,0,0,,
72,2.5,0.003638013,,,,,,,,,,0,0,,
72,3.5,0.003627081,,,,,,,,,,0,0,,
72,4.5,0.003588479,,,,,,,,,,0,0,,
72,5.5,0.003585174,,,,,,,,,,0,0,,
72,6.5,0.003597632,,,,,,,,,,0,0,,
72,7.5,0.003813522,,,,,,,,,,0,0,,
72,8.5,0.003605895,,,,,,,,,,0,0,,
72,9.5,0.003562929,,,,,,,,,,0,0,,
72,10.5,0.000622721,,,,,,,,,,0,1,,
72,11.5,0.003687971,,,,,,,,,,0,1,,
72,12.5,0.003477632,,,,,,,,,,0,1,,
72,13.5,0.00351831,,,,,,,,,,0,1,,
72,14.5,0.003686191,,,,,,,,,,0,1,,
72,15.5,0.003455683,,,,,,,,,,0,1,,
72,16.5,0.003229073,,,,,,,,,,0,1,,
72,17.5,0.003527124,,,,,,,,,,0,0,,
72,18.5,0.003599454,,,,,,,,,,0,0,,
72,19.5,0.00369636,,,,,,,,,,0,0,,
73,0.5,0.00371903,,,,,,,,,,0,0,,
73,1.5,0.003582589,,,,,,,,,,0,0,,
73,2.5,0.003644157,,,,,,,,,,0,0,,
73,3.5,0.003628267,,,,,,,,,,0,0,,
73,4.5,0.003627632,,,,,,,,,,0,0,,
73,5.5,0.003606445,,,,,,,,,,0,0,,
73,6.5,0.003651911,,,,,,,,,,0,0,,
73,7.5,0.003830471,,,,,,,,,,0,0,,
73,8.5,0.003562971,,,,,,,,,,0,0,,
73,9.5,0.006904323,,,,,,,,,,0,0,,
73,10.5,0.002515515,,,,,,,,,,0,1,,
73,11.5,0.003595047,,,,,,,,,,0,1,,
73,12.5,0.003612547,,,,,,,,,,0,1,,
73,13.5,0.003489539,,,,,,,,,,0,1,,
73,14.5,0.003594412,,,,,,,,,,0,1,,
73,15.5,0.003952589,,,,,,,,,,0,1,,
73,16.5,0.003740343,,,,,,,,,,0,1,,
73,17.5,0.00369992,,,,,,,,,,0,0,,
73,18.5,0.003674877,,,,,,,,,,0,0,,
73,19.5,0.003666064,,,,,,,,,,0,0,,
74,0.5,0.003251064,,,,0,,,,0,,,,,
74,1.5,-0.010004045,,,,0,,,,1,,,,,
74,2.5,0.004067165,,,,0,,,,1,,,,,
74,3.5,0.003810598,,,,1,,,,1,,,,,
74,4.5,0.003689878,,,,1,,,,1,,,,,
74,5.5,0.00345687,,,,1,,,,1,,,,,
74,6.5,0.003560386,,,,0,,,,1,,,,,
74,7.5,0.015206387517666667,,,,0,,,,0,,,,,
74,8.5,0.003232335,,,,0,,,,0,,,,,
74,9.5,0.00323081,,,,0,,,,0,,,,,
75,0.5,0.003762038,,,,,,,,,0,,,,0
75,1.5,0.020545406,,,,,,,,,0,,,,1
75,2.5,0.00433797,,,,,,,,,0,,,,1
75,3.5,0.004066445,,,,,,,,,0,,,,1
75,4.5,0.004767461,,,,,,,,,0,,,,1
75,5.5,0.003311531,,,,,,,,,1,,,,1
75,6.5,0.002312041,,,,,,,,,1,,,,1
75,7.5,0.003170048,,,,,,,,,1,,,,0
75,8.5,-0.004300239,,,,,,,,,0,,,,0
75,9.5,0.00368225,,,,,,,,,0,,,,0
80,0.5,0.005908349,,,,0,,,,,,,0,,
80,1.5,0.002708142,,,,0,,,,,,,1,,
80,2.5,0.003245768,,,,0,,,,,,,1,,
80,3.5,0.003369031,,,,0,,,,,,,1,,
80,4.5,0.001876533,,,,1,,,,,,,1,,
80,5.5,0.003360302,,,,1,,,,,,,1,,
80,6.5,0.003292505,,,,1,,,,,,,0,,
80,7.5,0.003327294,,,,1,,,,,,,0,,
80,8.5,0.003225005,,,,0,,,,,,,0,,
80,9.5,0.003387674,,,,0,,,,,,,0,,
81,0.5,0.003669962,,,,0,,,,,,0,,,
81,1.5,0.004411275,,,,1,,,,,,0,,,
81,2.5,0.003513395,,,,1,,,,,,0,,,
81,3.5,0.003460259,,,,1,,,,,,0,,,
81,4.5,0.003464412,,,,1,,,,,,0,,,
81,5.5,0.003488522,,,,1,,,,,,0,,,
81,6.5,0.003449454,,,,1,,,,,,0,,,
81,7.5,0.003410259,,,,1,,,,,,0,,,
81,8.5,0.003419412,,,,1,,,,,,0,,,
81,9.5,0.003797547,,,,1,,,,,,0,,,
81,10.5,0.003356065,,,,1,,,,,,0,,,
81,11.5,0.003484243,,,,0,,,,,,0,,,
81,12.5,0.00303848,,,,0,,,,,,0,,,
86,0.5,0.003423013,0,,,0,,,,,,,,,0
86,1.5,0.000755687,1,,,0,,,,,,,,,0
86,2.5,0.003613225,1,,,0,,,,,,,,,0
86,3.5,-0.012016796,1,,,0,,,,,,,,,0
86,4.5,0.005579875,1,,,0,,,,,,,,,1
86,5.5,0.005776739,1,,,0,,,,,,,,,1
86,6.5,0.005956104,1,,,1,,,,,,,,,1
